location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Narrabri,North-west Slopes,AU,2019-03-20T03:00:00.000Z,2019-03-20T14:00:00+11:00,so2,0.132,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T03:00:00.000Z,2019-03-20T14:00:00+11:00,no2,0.003,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T03:00:00.000Z,2019-03-20T14:00:00+11:00,pm10,11.5,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T03:00:00.000Z,2019-03-20T14:00:00+11:00,pm25,8.9,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-20T03:00:00.000Z,2019-03-20T14:00:00+11:00,pm10,7.8,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-20T03:00:00.000Z,2019-03-20T14:00:00+11:00,so2,0.13699999999999998,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T03:00:00.000Z,2019-03-20T14:00:00+11:00,o3,0.04,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-20T02:00:00.000Z,2019-03-20T13:00:00+11:00,so2,0.136,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-20T02:00:00.000Z,2019-03-20T13:00:00+11:00,pm10,7.7,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T02:00:00.000Z,2019-03-20T13:00:00+11:00,o3,0.045,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T02:00:00.000Z,2019-03-20T13:00:00+11:00,pm25,8.6,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-20T02:00:00.000Z,2019-03-20T13:00:00+11:00,so2,0.141,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T02:00:00.000Z,2019-03-20T13:00:00+11:00,pm10,11.4,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T02:00:00.000Z,2019-03-20T13:00:00+11:00,no2,0.002,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-20T02:00:00.000Z,2019-03-20T13:00:00+11:00,pm10,8.1,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-20T01:00:00.000Z,2019-03-20T12:00:00+11:00,pm10,7.8,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-20T01:00:00.000Z,2019-03-20T12:00:00+11:00,so2,0.152,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T01:00:00.000Z,2019-03-20T12:00:00+11:00,pm25,8.3,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T01:00:00.000Z,2019-03-20T12:00:00+11:00,pm10,11.1,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T01:00:00.000Z,2019-03-20T12:00:00+11:00,no2,0.002,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T01:00:00.000Z,2019-03-20T12:00:00+11:00,o3,0.043,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-20T01:00:00.000Z,2019-03-20T12:00:00+11:00,pm10,8.2,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-20T01:00:00.000Z,2019-03-20T12:00:00+11:00,so2,0.135,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-20T00:00:00.000Z,2019-03-20T11:00:00+11:00,pm10,8,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T00:00:00.000Z,2019-03-20T11:00:00+11:00,o3,0.025,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T00:00:00.000Z,2019-03-20T11:00:00+11:00,pm10,11.2,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-20T00:00:00.000Z,2019-03-20T11:00:00+11:00,pm25,8.1,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-20T00:00:00.000Z,2019-03-20T11:00:00+11:00,so2,0.162,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-20T00:00:00.000Z,2019-03-20T11:00:00+11:00,pm10,8.2,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-20T00:00:00.000Z,2019-03-20T11:00:00+11:00,so2,0.136,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T23:00:00.000Z,2019-03-20T10:00:00+11:00,o3,0.033,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T23:00:00.000Z,2019-03-20T10:00:00+11:00,so2,0.14,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T23:00:00.000Z,2019-03-20T10:00:00+11:00,pm10,8.3,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T23:00:00.000Z,2019-03-20T10:00:00+11:00,pm10,8.3,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T23:00:00.000Z,2019-03-20T10:00:00+11:00,pm25,7.9,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T23:00:00.000Z,2019-03-20T10:00:00+11:00,pm10,11.1,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T23:00:00.000Z,2019-03-20T10:00:00+11:00,no2,0.002,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T23:00:00.000Z,2019-03-20T10:00:00+11:00,so2,0.16899999999999998,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T22:00:00.000Z,2019-03-20T09:00:00+11:00,so2,0.171,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T22:00:00.000Z,2019-03-20T09:00:00+11:00,o3,0.025,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T22:00:00.000Z,2019-03-20T09:00:00+11:00,pm10,8.2,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T22:00:00.000Z,2019-03-20T09:00:00+11:00,pm10,8,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T22:00:00.000Z,2019-03-20T09:00:00+11:00,so2,0.142,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T22:00:00.000Z,2019-03-20T09:00:00+11:00,no2,0.004,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T22:00:00.000Z,2019-03-20T09:00:00+11:00,pm10,10.8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T22:00:00.000Z,2019-03-20T09:00:00+11:00,pm25,7.6,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T21:00:00.000Z,2019-03-20T08:00:00+11:00,pm10,8.1,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T21:00:00.000Z,2019-03-20T08:00:00+11:00,so2,0.14400000000000002,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T21:00:00.000Z,2019-03-20T08:00:00+11:00,so2,0.17,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T21:00:00.000Z,2019-03-20T08:00:00+11:00,pm25,7.3,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T21:00:00.000Z,2019-03-20T08:00:00+11:00,pm10,10.7,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T21:00:00.000Z,2019-03-20T08:00:00+11:00,no2,0.006,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T21:00:00.000Z,2019-03-20T08:00:00+11:00,o3,0.018000000000000002,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T21:00:00.000Z,2019-03-20T08:00:00+11:00,pm10,8,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T20:00:00.000Z,2019-03-20T07:00:00+11:00,so2,0.16899999999999998,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T20:00:00.000Z,2019-03-20T07:00:00+11:00,pm10,8.3,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T20:00:00.000Z,2019-03-20T07:00:00+11:00,so2,0.145,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T20:00:00.000Z,2019-03-20T07:00:00+11:00,pm10,8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T20:00:00.000Z,2019-03-20T07:00:00+11:00,pm25,6.9,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T20:00:00.000Z,2019-03-20T07:00:00+11:00,pm10,10.4,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T20:00:00.000Z,2019-03-20T07:00:00+11:00,no2,0.011000000000000001,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T20:00:00.000Z,2019-03-20T07:00:00+11:00,o3,0.012,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T19:00:00.000Z,2019-03-20T06:00:00+11:00,so2,0.16899999999999998,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T19:00:00.000Z,2019-03-20T06:00:00+11:00,o3,0.013000000000000001,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T19:00:00.000Z,2019-03-20T06:00:00+11:00,pm10,10.4,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T19:00:00.000Z,2019-03-20T06:00:00+11:00,no2,0.009000000000000001,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T19:00:00.000Z,2019-03-20T06:00:00+11:00,pm25,6.9,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T19:00:00.000Z,2019-03-20T06:00:00+11:00,pm10,8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T19:00:00.000Z,2019-03-20T06:00:00+11:00,so2,0.142,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T19:00:00.000Z,2019-03-20T06:00:00+11:00,pm10,8.3,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T18:00:00.000Z,2019-03-20T05:00:00+11:00,pm25,6.8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T18:00:00.000Z,2019-03-20T05:00:00+11:00,so2,0.16899999999999998,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T18:00:00.000Z,2019-03-20T05:00:00+11:00,pm10,10.4,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T18:00:00.000Z,2019-03-20T05:00:00+11:00,pm10,8.1,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T18:00:00.000Z,2019-03-20T05:00:00+11:00,o3,0.017,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T18:00:00.000Z,2019-03-20T05:00:00+11:00,pm10,7.9,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T18:00:00.000Z,2019-03-20T05:00:00+11:00,so2,0.141,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T18:00:00.000Z,2019-03-20T05:00:00+11:00,no2,0.008,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T17:00:00.000Z,2019-03-20T04:00:00+11:00,pm10,8,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T17:00:00.000Z,2019-03-20T04:00:00+11:00,pm25,6.8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T17:00:00.000Z,2019-03-20T04:00:00+11:00,o3,0.021,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T17:00:00.000Z,2019-03-20T04:00:00+11:00,no2,0.009000000000000001,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T17:00:00.000Z,2019-03-20T04:00:00+11:00,pm10,10.5,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T17:00:00.000Z,2019-03-20T04:00:00+11:00,so2,0.16699999999999998,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T17:00:00.000Z,2019-03-20T04:00:00+11:00,pm10,7.8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T17:00:00.000Z,2019-03-20T04:00:00+11:00,so2,0.14,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T16:00:00.000Z,2019-03-20T03:00:00+11:00,so2,0.168,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T16:00:00.000Z,2019-03-20T03:00:00+11:00,o3,0.024,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T16:00:00.000Z,2019-03-20T03:00:00+11:00,no2,0.005,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T16:00:00.000Z,2019-03-20T03:00:00+11:00,pm10,10.6,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T16:00:00.000Z,2019-03-20T03:00:00+11:00,pm25,6.8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T16:00:00.000Z,2019-03-20T03:00:00+11:00,pm10,7.8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T16:00:00.000Z,2019-03-20T03:00:00+11:00,so2,0.139,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T16:00:00.000Z,2019-03-20T03:00:00+11:00,pm10,8.2,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T15:00:00.000Z,2019-03-20T02:00:00+11:00,pm10,10.9,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T15:00:00.000Z,2019-03-20T02:00:00+11:00,pm25,6.8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T15:00:00.000Z,2019-03-20T02:00:00+11:00,so2,0.17,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T15:00:00.000Z,2019-03-20T02:00:00+11:00,so2,0.13699999999999998,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T15:00:00.000Z,2019-03-20T02:00:00+11:00,pm10,8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T15:00:00.000Z,2019-03-20T02:00:00+11:00,pm10,8.2,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T15:00:00.000Z,2019-03-20T02:00:00+11:00,o3,0.02,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T15:00:00.000Z,2019-03-20T02:00:00+11:00,no2,0.01,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T14:00:00.000Z,2019-03-20T01:00:00+11:00,so2,0.135,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T14:00:00.000Z,2019-03-20T01:00:00+11:00,pm10,8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T14:00:00.000Z,2019-03-20T01:00:00+11:00,no2,0.018000000000000002,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T14:00:00.000Z,2019-03-20T01:00:00+11:00,o3,0.008,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T14:00:00.000Z,2019-03-20T01:00:00+11:00,pm10,11,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T14:00:00.000Z,2019-03-20T01:00:00+11:00,pm25,6.8,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T14:00:00.000Z,2019-03-20T01:00:00+11:00,pm10,8.1,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T14:00:00.000Z,2019-03-20T01:00:00+11:00,so2,0.17,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Narrabri,North-west Slopes,AU,2019-03-19T12:00:00.000Z,2019-03-19T23:00:00+11:00,so2,0.17300000000000001,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T12:00:00.000Z,2019-03-19T23:00:00+11:00,so2,0.135,ppm,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Tamworth,North-west Slopes,AU,2019-03-19T12:00:00.000Z,2019-03-19T23:00:00+11:00,pm10,8.2,µg/m³,-31.1105556,150.9141667,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T12:00:00.000Z,2019-03-19T23:00:00+11:00,no2,0.013999999999999999,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T12:00:00.000Z,2019-03-19T23:00:00+11:00,o3,0.013999999999999999,ppm,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
Gunnedah,North-west Slopes,AU,2019-03-19T12:00:00.000Z,2019-03-19T23:00:00+11:00,pm10,11.1,µg/m³,,,"[{""name"":""NSW - Office of Environment & Heritage"",""url"":""http://www.environment.nsw.gov.au/""}]"
