location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
The Gap,Mt Isa,AU,2019-03-08T22:00:00.000Z,2019-03-09T08:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T22:00:00.000Z,2019-03-09T08:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T21:00:00.000Z,2019-03-09T07:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T21:00:00.000Z,2019-03-09T07:00:00+10:00,pm10,39.6,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T21:00:00.000Z,2019-03-09T07:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T20:00:00.000Z,2019-03-09T06:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T20:00:00.000Z,2019-03-09T06:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T20:00:00.000Z,2019-03-09T06:00:00+10:00,pm10,43.8,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T19:00:00.000Z,2019-03-09T05:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T19:00:00.000Z,2019-03-09T05:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T19:00:00.000Z,2019-03-09T05:00:00+10:00,pm10,47.9,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T18:00:00.000Z,2019-03-09T04:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T18:00:00.000Z,2019-03-09T04:00:00+10:00,pm10,52.1,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T18:00:00.000Z,2019-03-09T04:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T17:00:00.000Z,2019-03-09T03:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T17:00:00.000Z,2019-03-09T03:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T17:00:00.000Z,2019-03-09T03:00:00+10:00,pm10,56.5,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T16:00:00.000Z,2019-03-09T02:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T16:00:00.000Z,2019-03-09T02:00:00+10:00,pm10,61.2,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T16:00:00.000Z,2019-03-09T02:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T15:00:00.000Z,2019-03-09T01:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T15:00:00.000Z,2019-03-09T01:00:00+10:00,pm10,66.7,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T15:00:00.000Z,2019-03-09T01:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T14:00:00.000Z,2019-03-09T00:00:00+10:00,pm10,69.4,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T14:00:00.000Z,2019-03-09T00:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T14:00:00.000Z,2019-03-09T00:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T13:00:00.000Z,2019-03-08T23:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T13:00:00.000Z,2019-03-08T23:00:00+10:00,pm10,74.2,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T13:00:00.000Z,2019-03-08T23:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T12:00:00.000Z,2019-03-08T22:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T12:00:00.000Z,2019-03-08T22:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T12:00:00.000Z,2019-03-08T22:00:00+10:00,pm10,80.1,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T11:00:00.000Z,2019-03-08T21:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T11:00:00.000Z,2019-03-08T21:00:00+10:00,pm10,86.2,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T11:00:00.000Z,2019-03-08T21:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T10:00:00.000Z,2019-03-08T20:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T10:00:00.000Z,2019-03-08T20:00:00+10:00,pm10,93.1,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T10:00:00.000Z,2019-03-08T20:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T09:00:00.000Z,2019-03-08T19:00:00+10:00,pm10,99.8,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T09:00:00.000Z,2019-03-08T19:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T09:00:00.000Z,2019-03-08T19:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
Menzies,Mt Isa,AU,2019-03-08T08:00:00.000Z,2019-03-08T18:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T08:00:00.000Z,2019-03-08T18:00:00+10:00,pm10,104.6,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T08:00:00.000Z,2019-03-08T18:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T07:00:00.000Z,2019-03-08T17:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T07:00:00.000Z,2019-03-08T17:00:00+10:00,pm10,107.7,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T07:00:00.000Z,2019-03-08T17:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T06:00:00.000Z,2019-03-08T16:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T06:00:00.000Z,2019-03-08T16:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T06:00:00.000Z,2019-03-08T16:00:00+10:00,pm10,110.2,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T05:00:00.000Z,2019-03-08T15:00:00+10:00,pm10,114.4,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T05:00:00.000Z,2019-03-08T15:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T05:00:00.000Z,2019-03-08T15:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T04:00:00.000Z,2019-03-08T14:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T04:00:00.000Z,2019-03-08T14:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
The Gap,Mt Isa,AU,2019-03-08T04:00:00.000Z,2019-03-08T14:00:00+10:00,pm10,119.3,µg/m³,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
The Gap,Mt Isa,AU,2019-03-08T03:00:00.000Z,2019-03-08T13:00:00+10:00,so2,0,ppm,-20.7264,139.498,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#gap""}]"
Menzies,Mt Isa,AU,2019-03-08T03:00:00.000Z,2019-03-08T13:00:00+10:00,so2,0,ppm,-20.7167,139.492,"[{""name"":""Department of Environment and Heritage Protection"",""url"":""https://data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1""},{""name"":""Department of Environment and Heritage Protection"",""url"":""https://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/mtisa/index.html#menzies""}]"
