created_at,id_str,text,source,retweet_count,favorite_count,geo,coordinates,place,contributors,truncated,user.location,user.followers_count,user.friends_count,sentiment_label,sentiment_score,sentiment_subjt,created_date,created_time,created_dt
Thu Apr 04 08:39:16 +0000 2019,1113722691872100352,"We all blame emissions on cars, humans and cattle. What about aviation? That nobody talks about. I believe that one… https://t.co/rRRvWzdVTW","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,,,True,Darwin N.T ,2,6,Neutral,0.0,0.0,2019-04-04,08:39:16,2019-04-04T08:39:16+0000
Thu Apr 04 08:39:16 +0000 2019,1113722691872100352,"We all blame emissions on cars, humans and cattle. What about aviation? That nobody talks about. I believe that one… https://t.co/rRRvWzdVTW","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,,,True,Darwin N.T ,2,6,Neutral,0.0,0.0,2019-04-04,08:39:16,2019-04-04T08:39:16+0000
Wed Apr 03 23:10:04 +0000 2019,1113579449415499777,Aeronautics engineers have succeeded in building and flying a model heavier-than-air powered aeroplane that contain… https://t.co/gCvGS9oAuV,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0,0,,,,,True,"Calgary, Alberta",4385,2994,Neutral,0.0,0.0,2019-04-03,23:10:04,2019-04-03T23:10:04+0000
Fri Mar 29 14:31:25 +0000 2019,1111636985196744705,RT @JAATO_News: New ICAO CORSIA Verification Course for professionals with experience in the verification of CO2 emissions using ISO 14064-…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,0,,,,,False,,5,26,Neutral,0.13636363636363635,0.45454545454545453,2019-03-29,14:31:25,2019-03-29T14:31:25+0000
