created_at,id_str,text,source,retweet_count,favorite_count,geo,coordinates,place,contributors,truncated,user.location,user.followers_count,user.friends_count,sentiment_label,sentiment_score,sentiment_subjt,created_date,created_time,created_dt
Tue Apr 02 23:24:47 +0000 2019,1113220766047309824,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",42,0,,,,,False,"Ramsgate, England",103,351,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,23:24:47,2019-04-02T23:24:47+0000
Tue Apr 02 22:46:24 +0000 2019,1113211105642463232,"RT @Fly_Norwegian: #FlyNorwegian was just named the most sustainable airline in Norway by @sustbrands. Thank you so much! Since 2008, Norwe…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,0,,,,,False,Argentina,85,507,Positive,0.375,0.35,2019-04-02,22:46:24,2019-04-02T22:46:24+0000
Tue Apr 02 22:26:39 +0000 2019,1113206134859546625,@ChrispLOL Decarbonisation of an airport = reduction of flights and passenger volumes. Operations of the airport it… https://t.co/uYMT9YpGBc,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,,,,True,"Hazel Grove, Stockport, UK",123,672,Neutral,0.0,0.0,2019-04-02,22:26:39,2019-04-02T22:26:39+0000
Tue Apr 02 21:45:11 +0000 2019,1113195699062095878,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",42,0,,,,,False,"Cardiff, Wales, UK",321,192,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,21:45:11,2019-04-02T21:45:11+0000
Tue Apr 02 21:20:42 +0000 2019,1113189537742774273,"Study examines commercial hybrid-electric aircraft, reduced carbon emissions https://t.co/JlsC41glRu https://t.co/8lKCxjZran","<a href=""https://bioengineer.org/"" rel=""nofollow"">Bioengineering-Society</a>",0,0,,,,,False,"New York, USA",8396,4317,Neutral,0.0,0.0,2019-04-02,21:20:42,2019-04-02T21:20:42+0000
Tue Apr 02 21:18:26 +0000 2019,1113188966491201536,"RT @Fly_Norwegian: #FlyNorwegian was just named the most sustainable airline in Norway by @sustbrands. Thank you so much! Since 2008, Norwe…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9,0,,,,,False,"Oslo, Norway",426,184,Positive,0.375,0.35,2019-04-02,21:18:26,2019-04-02T21:18:26+0000
Tue Apr 02 20:54:08 +0000 2019,1113182852328361985,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",42,0,,,,,False,"Toulouse, France",94,408,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,20:54:08,2019-04-02T20:54:08+0000
Tue Apr 02 20:23:04 +0000 2019,1113175035391414281,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42,0,,,,,False,"Göteborg, Sverige",90,224,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,20:23:04,2019-04-02T20:23:04+0000
Tue Apr 02 19:52:50 +0000 2019,1113167426403880961,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",42,0,,,,,False,Oxfordshire,1740,2242,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,19:52:50,2019-04-02T19:52:50+0000
Tue Apr 02 19:38:57 +0000 2019,1113163932926128129,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42,0,,,,,False,Nederland,107,477,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,19:38:57,2019-04-02T19:38:57+0000
Tue Apr 02 19:35:43 +0000 2019,1113163118341914625,"RT @Fly_Norwegian: #FlyNorwegian was just named the most sustainable airline in Norway by @sustbrands. Thank you so much! Since 2008, Norwe…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,0,,,,,False,"New York, USA",157,1083,Positive,0.375,0.35,2019-04-02,19:35:43,2019-04-02T19:35:43+0000
Tue Apr 02 19:07:25 +0000 2019,1113155997848211456,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42,0,,,,,False,Switzerland,103,221,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,19:07:25,2019-04-02T19:07:25+0000
Tue Apr 02 18:48:00 +0000 2019,1113151111068876801,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",42,0,,,,,False,,547,602,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,18:48:00,2019-04-02T18:48:00+0000
Tue Apr 02 18:20:12 +0000 2019,1113144115389181952,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42,0,,,,,False,"London, Berks & Surrey, UK",1041,852,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,18:20:12,2019-04-02T18:20:12+0000
Tue Apr 02 17:52:42 +0000 2019,1113137193378308098,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",42,0,,,,,False,"Hillingdon, London",138,137,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,17:52:42,2019-04-02T17:52:42+0000
Tue Apr 02 17:03:01 +0000 2019,1113124690128711681,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",42,0,,,,,False,Mostly meath,677,1189,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,17:03:01,2019-04-02T17:03:01+0000
Tue Apr 02 16:56:22 +0000 2019,1113123014818828289,"RT @Fly_Norwegian: #FlyNorwegian was just named the most sustainable airline in Norway by @sustbrands. Thank you so much! Since 2008, Norwe…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,0,,,,,False,"Sweden, Norway, Denmark, Finland & The Netherlands",1953,792,Positive,0.375,0.35,2019-04-02,16:56:22,2019-04-02T16:56:22+0000
Tue Apr 02 16:49:33 +0000 2019,1113121301609279488,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",42,0,,,,,False,,258,423,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,16:49:33,2019-04-02T16:49:33+0000
Tue Apr 02 16:48:27 +0000 2019,1113121023342317571,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",42,0,,,,,False,Uppsala & Manchester ,25425,940,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,16:48:27,2019-04-02T16:48:27+0000
Tue Apr 02 16:40:38 +0000 2019,1113119055643279361,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",42,0,,,,,False,BEAUVAIS ,146,191,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,16:40:38,2019-04-02T16:40:38+0000
Tue Apr 02 16:29:30 +0000 2019,1113116253374287872,@JSegor @ScottAdamsSays @Geopilot @Prudro01 @jwickers @mrmonks01 @ErikLindy @AtomsksSanakan @StealthFlyBy @t_ftop… https://t.co/pT2vSmNzuP,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,,,,,True,,35,151,Neutral,0.0,0.0,2019-04-02,16:29:30,2019-04-02T16:29:30+0000
Tue Apr 02 16:14:32 +0000 2019,1113112489238192128,"#FlyNorwegian was just named the most sustainable airline in Norway by @sustbrands. Thank you so much! Since 2008,… https://t.co/cN9PvqYjMa","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>",9,60,,,,,True,"Fornebu, Norway",106627,498,Positive,0.375,0.35,2019-04-02,16:14:32,2019-04-02T16:14:32+0000
