created_at,id_str,text,source,retweet_count,favorite_count,geo,coordinates,place,contributors,truncated,user.location,user.followers_count,user.friends_count,sentiment_label,sentiment_score,sentiment_subjt,created_date,created_time,created_dt
Fri Apr 05 20:44:09 +0000 2019,1114267501846773765,RT @HilaryUhlig1: Please stop using the names of shooters on air @GayleKing and @CBSThisMorning Give them #NoNotoriety for their acts of vi…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",8,0,,,,,False,"Washington, DC",602,606,Neutral,0.0,0.0,2019-04-05,20:44:09,2019-04-05T20:44:09+0000
Fri Apr 05 20:35:54 +0000 2019,1114265425779367936,RT @BMHayward: Our big #nzpol  #climatechange problem (next to cows) is Long haul tourism/business: ⁦@comingupcharlie⁩ reports on what’s cl…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9,0,,,,,False,Land of the Long White Cloud,399,988,Neutral,-0.016666666666666666,0.16666666666666666,2019-04-05,20:35:54,2019-04-05T20:35:54+0000
Fri Apr 05 20:21:56 +0000 2019,1114261910407356416,Our big #nzpol  #climatechange problem (next to cows) is Long haul tourism/business: ⁦@comingupcharlie⁩ reports on… https://t.co/hnnqZ4IznL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9,19,,,,,True,,5216,854,Neutral,-0.016666666666666666,0.16666666666666666,2019-04-05,20:21:56,2019-04-05T20:21:56+0000
Fri Apr 05 20:00:02 +0000 2019,1114256401688334345,Hundreds of #prepaidcreditcard! Air New Zealand OneSmart from New Zealand https://t.co/hLQwbwtFam,"<a href=""http://canadaprepaidcreditcards.com"" rel=""nofollow"">ppcc_ca</a>",0,0,,,,,False,All around the world,229,501,Neutral,0.13636363636363635,0.45454545454545453,2019-04-05,20:00:02,2019-04-05T20:00:02+0000
Fri Apr 05 19:47:49 +0000 2019,1114253328228212736,RT @kismitme: Air New Zealand Christmas ad replicates Trump's U.N. laughter moment https://t.co/Er3Yz9ESWw,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,0,,,,,False,"SLC, Utah  (Magna)",277,923,Neutral,0.13636363636363635,0.45454545454545453,2019-04-05,19:47:49,2019-04-05T19:47:49+0000
Fri Apr 05 19:18:04 +0000 2019,1114245841324089344,Air New Zealand Christmas ad https://t.co/iBYO7MWVDW via @YouTube,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,,,False,,3669,3963,Neutral,0.13636363636363635,0.45454545454545453,2019-04-05,19:18:04,2019-04-05T19:18:04+0000
Fri Apr 05 19:10:39 +0000 2019,1114243972707246080,Air New Zealand Christmas ad replicates Trump's U.N. laughter moment https://t.co/Er3Yz9ESWw,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,0,,,,,False,,3669,3963,Neutral,0.13636363636363635,0.45454545454545453,2019-04-05,19:10:39,2019-04-05T19:10:39+0000
Fri Apr 05 19:07:39 +0000 2019,1114243218416259077,New Zealand startup Rocketlab is awarded #AirForce contract through #DIUx to help meet #SpaceForce requirements… https://t.co/ztlvVOtuud,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,,,,,True,"Washington, DC",801,1888,Neutral,0.13636363636363635,0.45454545454545453,2019-04-05,19:07:39,2019-04-05T19:07:39+0000
Fri Apr 05 18:28:17 +0000 2019,1114233310404849665,"RT @BarryGlading: @airnewzealand. I’ve had to cancel flights from FLL to LAX to AKL and back next week, on 3 different airlines, due to my…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,0,,,,,False,,12,252,Neutral,-0.03125,0.24375,2019-04-05,18:28:17,2019-04-05T18:28:17+0000
Fri Apr 05 18:15:40 +0000 2019,1114230136461758464,RT @HilaryUhlig1: Please stop using the names of shooters on air @GayleKing and @CBSThisMorning Give them #NoNotoriety for their acts of vi…,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",8,0,,,,,False,,2292,2264,Neutral,0.0,0.0,2019-04-05,18:15:40,2019-04-05T18:15:40+0000
Fri Apr 05 18:13:34 +0000 2019,1114229606440026113,'The world's least unsustainable airline': Air New Zealand's climate dilemma https://t.co/RQ1kAd4KGR https://t.co/Vu73L8DO5W,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",0,0,,,,,False,,491,7,Neutral,-0.08181818181818182,0.42727272727272725,2019-04-05,18:13:34,2019-04-05T18:13:34+0000
Fri Apr 05 18:11:32 +0000 2019,1114229094944632832,RT @HilaryUhlig1: Please stop using the names of shooters on air @GayleKing and @CBSThisMorning Give them #NoNotoriety for their acts of vi…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,0,,,,,False,Over the Golden Gate Bridge,1061,1832,Neutral,0.0,0.0,2019-04-05,18:11:32,2019-04-05T18:11:32+0000
Fri Apr 05 17:47:25 +0000 2019,1114223028584554497,Royal New Zealand Air Force NH90 Medium Military Helicopter https://t.co/XgH6sm6JoY,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>",0,0,,,,,False,"Trivandrum City, Trivandrum",439,421,Neutral,0.018181818181818174,0.2772727272727273,2019-04-05,17:47:25,2019-04-05T17:47:25+0000
Fri Apr 05 17:38:24 +0000 2019,1114220757536493568,RT @HilaryUhlig1: Please stop using the names of shooters on air @GayleKing and @CBSThisMorning Give them #NoNotoriety for their acts of vi…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8,0,,,,,False,"Portland, OR",1561,2423,Neutral,0.0,0.0,2019-04-05,17:38:24,2019-04-05T17:38:24+0000
Fri Apr 05 17:32:44 +0000 2019,1114219331355721728,RT @HilaryUhlig1: Please stop using the names of shooters on air @GayleKing and @CBSThisMorning Give them #NoNotoriety for their acts of vi…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8,0,,,,,False,"Hillsboro, OR",250,213,Neutral,0.0,0.0,2019-04-05,17:32:44,2019-04-05T17:32:44+0000
Fri Apr 05 17:18:40 +0000 2019,1114215792583815168,‘The world’s least unsustainable airline’: Air New Zealand’s climate dilemma,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,,,,False,,807,1,Neutral,-0.08181818181818182,0.42727272727272725,2019-04-05,17:18:40,2019-04-05T17:18:40+0000
